protein_annotation	label
thrombospondin-related anonymous protein	2
Putative helicase-phage associated protein	2
Peptidase M23 family protein	2
SEC10/PgrA surface exclusion domain protein	2
Peptidase S14 ClpP	2
TraG_N domain-containing protein	2
Phenylalanine--tRNA ligase beta subunit	2
Kelch repeat and BTB domain containing 6	2
Putative ribonucleotide reductase, beta subunit	2
Putative defective protein IntQ	2
Putative aspartate beta-hydroxylase domain-containing protein 2-like	2
DUF4376 domain-containing protein	1
Putative SAM dependent methyltransferase	2
Phage-related protein, tail component	2
SbcD_rel_arch: putative phosphoesterase	2
podocin	2
Exonuclease VIII, 5'-3' specific dsDNA exonuclease	2
AAA-type ATPase family protein isoform 2	2
Ribulose-phosphate 3-epimerase	2
Phage-derived protein	0
YclG	2
RecD DNA helicase YrrC	2
Spermidine N1-acetyltransferase	2
Phage-like endonuclease	2
Phage portal protein, SPP1 Gp6-like	2
TOP2B protein	2
Baseplate wedge initiator	2
TelA-like protein	2
Calcium dependent mitochondrial carrier protein	2
complement C1q tumor necrosis factor-related protein 4	2
peroxisome biogenesis factor 1-like isoform X5	2
DNA recombination-dependent growth factor	2
WGS project CALM00000000 data, contig 556	0
26S proteasome regulatory subunit 6B	2
DUF4157 domain-containing protein	1
SLAF6 protein	2
CEACAM1 isoform 4	2
Signal peptide peptidase SppA, 36K type	2
ODA11 protein	2
Sensory transduction protein lytT	2
Lactose operon transcription activator family protein	2
ATPase related to the helicase subunit of the Holliday junction resolvase	2
Nucleotide excision repair protein	2
NAD(P)-binding Rossmann-fold superfamily protein	2
HAD hydrolase, family IA, variant 1	2
[SSU ribosomal protein S5P]-alanine acetyltransferase	2
Penta-phosphate guanosine-3'-pyrophosphohydrolase	2
Kelch repeat protein	2
Putative peptidase C1-like protein	2
Predicted SAM-depedendent methyltransferase	2
Mu phage major head subunit	2
Homolog to phiHAP-1 protein gp45	0
Prohibitin subunit	2
DNA-binding CsgD family transcriptional regulator	2
Phage-related bacteriophage lysozyme	2
Single-stranded DNA-binding protein DdrA	2
Nuclease (SNase)	2
Electron transporter	2
Protein chain release factor A	2
Collagenous repeat-containing protein	2
helicase-like transcription factor CHR28 isoform X7	2
ECF sigma factor	2
Mo25-like protein	2
RmlD substrate binding domain protein	2
Protein HK97 gp10 family protein	0
DUF1554 domain-containing protein	1
O-acetyl-ADP-ribose deacetylase-like protein	2
DNA ligase 3-like	2
Putative variable tail fiber protein	2
MSHA biogenesis protein, MshQ	2
GpF1	0
Aspergillus niger contig An09c0170, genomic contig	0
DnaD and phage-associated domain protein	2
Transfer protein Tra	2
HSP40/DnaJ peptide-binding domain containing protein	2
Asparagine synthetase	2
Deoxycytidylate deaminase, dCMP deaminase	2
MazG-like family protein	2
UDP-N-acetylglucosamine 2-epimerase (Non-hydrolyzing)	2
RNA-directed DNA polymerase from transposon BS	2
Putative phage phi-C31 gp36 major capsid-like protein	2
HNH Cas9-type domain-containing protein	2
Thrombospondin type 3 repeat-containing protein	2
Putative SPP1 gp7 family phage head morphogenesis protein	2
Peptidoglycan hydrolase	2
WGS project CAEQ00000000 data, annotated contig 1384	0
PF10758 domain protein	1
DNA helicase/exodeoxyribonuclease V, subunit B	2
uncharacterized protein LOC106161617	0
FIG006036: phage encoded DNA polymerase I	2
Integrase domain protein SAM domain protein	2
Predicted phosphoesterase (MutT family)	2
Ribosome maturation factor RimP	2
Peptidase U35 family protein	2
DNA polymerase I family protein with 3'-5'-exonuclease and polymerase domain	2
RDD family protein	2
Protein YeeZ	2
Kelch 3 and Kelch 4 and Cytochrom B561 domain con taining protein	2
26S proteasome ATPase subunit	2
DIRP domain-containing protein	2
DHFR domain-containing protein	2
Integrase (Gifsy-1 prophage protein)	2
Uncharacterized N-acetyltransferase YycN	2
Lysophospholipase L1 or related esterase	2
Polyketide synthase, putative	2
Antirepressor protein ANT	2
RNA 3'-terminal phosphate cyclase	2
Phage-related membrane protein	2
C2H2-type domain-containing protein	2
Ren protein	2
Putative phosphopantothenate-cysteine ligase (CTP)	2
Putative two-component system response regulator	2
RNA polymerase sigma24 factor	2
Replication factor C, subunit 4	2
Chd1l protein	2
N4 gp67-like protein	0
uncharacterized protein LOC113795291	0
TIR protein	2
Probable DNA polymerase III epsilon chain	2
LNS2 domain-containing protein	2
SsDNA-dependent ATPase MGS1	2
LysR family transcriptional regulator, cyn operon transcriptional activator	2
Conserved protein with nucleoside triphosphate hydrolase domain	2
Putative phage major tail protein, TP901-1 family	2
manganese and iron superoxide dismutase	2
DNA-directed RNA polymerase subunit beta 1	2
Diguanylate cyclase/phosphodiesterase with PAS/PAC sensor(S)	2
Rab9 effector protein with kelch motif isoform A	2
DNA repair protein RAD57	2
DNA cytosine-5--methyltransferase 3	2
Uncharacterized LOC110005458	0
HTH-type transcriptional regulator GltC	2
Chromodomain Y-like protein	2
6-phosphofructokinase	2
Ubiquitin-associated domain/translation elongation factor EF-Ts	2
Peptidoglycan lytic protein P45	2
Putative inactive ATP-dependent zinc metalloprotease FTSHI 4, chloroplastic isoform D	2
Prophage repressor	2
DNA-binding transcriptional regulator, PadR family	2
(+)RNA virus helicase C-terminal domain-containing protein	2
Phosphoesterase	2
Putative zinc binding protein	2
Hin recombinase	2
Cell division protease ftsH	2
Kel1/Kel2	2
1,2-diacylglycerol 3-alpha-glucosyltransferase	2
Unplaced genomic scaffold supercont2.7, whole genome shotgun sequence	0
Tail component of prophage protein	2
Putative effector protein	2
Conserved hypothetical fusion protein	0
AP2 domain	2
Diheme cytochrome c NapB	2
SprT family	2
HIR1 protein	2
FAD-dependent pyridine nucleotide-disulphide oxidoreductase	2
kelch-like protein 13	2
Type III restriction enzyme, res subunit:DEAD/DEAH box helicase	2
Fucolectin	2
Muramidase	2
Putative phage-associated protein-like protein	0
ATP-dependent zinc metalloprotease FTSH 5, mitochondrial	2
IPT/TIG domain	2
Putative phage regulatory protein Rha family	2
O-acetyl-ADP-ribose deacetylase 1 isoform X2	2
Plasmid stablization protein ParB	2
Putative Virulence-associated E	2
Complex I-B14.5a	2
Uncharacterized protein YmfQ in lambdoid prophage, DUF2313 family	1
Kelch repeat and BTB domain-containing protein 13-like	2
Transcriptional initiation protein Tat	2
Phosphoribosyl pyrophosphate synthetase associated protein 2	2
Ribonuclease HII	2
Bacteriophage head to tail connecting family protein	2
LADLIDADG maturase/endonuclease-like protein	2
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase	2
Toxin CdiA	2
Peptidase_M14 domain-containing protein	2
Os12g0470700 protein	0
Putative VWA domain-containing protein	2
Deaminase	2
Prophage minor tail protein Z	2
CTP_transf_like domain-containing protein	2
Ring canal kelch protein	2
Nucleoside-diphosphate-sugar pyrophosphorylase	2
Spermatogenesis-associated protein 5-like protein 1	2
F-box kelch-repeat At3g27150	2
Putative mitochondrial chaperone BCS1-B-like	2
DNA topoisomerase IV subunit B	2
Brm protein	2
Uracil-DNA glycosylase family protein	2
Putative transcriptional repressor	2
Periplasmic binding family protein (Modular protein)	2
Homing endonuclease I-DmoI	2
Ion_trans_2 domain-containing protein	2
Putative ATP-dependent exoDNAse (Exonuclease V) alpha subunit	2
Protein disulfide isomerase, putative	2
Putative chaperone protein	2
Uncharacterized protein DUF4091	1
GTP cyclohydrolase-2	2
Transcriptional regulator, rpiR family	2
DUF1737 domain-containing protein	1
Putative GTPase	2
Phosphopantothenate-cysteine ligase/phosphopantothenoylcysteine decarboxylase	2
Phage minor tail protein L	2
Putative internal virion protein	1
Galactokinase	2
Contig93, whole genome shotgun sequence	0
Putative Peptidase M23 family protein	2
Conjugation with cellular fusion-related protein	2
Complement component 1, q subcomponent-like protein	2
Outer membrane lipoprotein	2
Nicotinamide phosphoribosyltransferase b	2
Bifunctional non-homologous end joining protein LigD	2
Phage baseplate assembly protein	2
Cold-shock-like DNA binding protein	2
Thiamine biosynthesis protein ThiS	2
Capsid related protein	2
INTEIN_C_TER domain-containing protein	2
Uncharacterized protein DUF1320	1
P22 coat protein-gene protein 5	2
Virulence-associated E domain protein	2
Ribonucleoside-diphosphate reductase small chain A isoform 1	2
ribonucleoside-diphosphate reductase subunit M2 isoform X2	2
Cupin domain protein	2
Immunoglobulin-binding regulator A-like protein	2
Cell surface protein	1
Type-4 uracil-DNA glycosylase	2
Putative morphogenetic function	2
Sugar transferase involved in LPS biosynthesis (Colanic, teichoic acid)	2
Phenylpropionate dioxygenase ferredoxin reductase subunit	2
QbsD	2
Pyridine nucleotide-disulfide oxidoreductase/Reductase C-terminal	2
Phosphoribosyl pyrophosphate synthetase, putative	2
DUF1257 domain-containing protein	1
NUMOD4 motif	2
Tubulin	2
Putative surface/cell-adhesion protein, multiple big2 domain	2
Putative GPW / gp25 family	2
ARAD1D44022p	0
Zinc-type alcohol dehydrogenase	2
uncharacterized protein LOC115023694	0
DUF4185 domain-containing protein	1
Reverse transcriptase, RNaseH, putative	2
kelch-like protein 7 isoform X2	2
Spore germination cell wall hydrolase CwlJ-like protein	2
Proteasome subunit beta type-8	2
Protein NolC	2
uncharacterized protein LOC117647892	0
Putative Phthiocerol synthesis polyketide synthase type I PpsC	2
Alkylated DNA repair protein alkB homolog 8	2
Mu tail sheath family protein	2
BRO domain-containing protein	2
XkdW protein	2
CRISPR-associated protein Cas2	2
NODE_11, whole genome shotgun sequence	0
ARAD1D14344p	0
Putative endonuclease I	2
Ap4A hydrolase	2
PEP-CTERM motif protein	2
Gamma-Glu-GABA hydrolase	2
Polysaccharide deacetylase domain-containing protein	2
Cation transporter ChaC-like protein	2
Chitooligosaccharide deacetylase	2
Numod4 motif family protein	2
erlin-2-like	2
3Beta_HSD domain-containing protein	2
Probable mitochondrial chaperone bcs1-b	2
CP4-like integrase	2
Mitochondrial chaperone	2
DUF853 family protein	1
UPF0200 protein AYL32_014580	1
Proteasome lid subunit RPN8/RPN11, contains Jab1/MPN metalloenzyme (JAMM) motif	2
Chromatin structure-remodeling complex SYD-like isoform X1	2
Nucleoside-diphosphate-sugar pyrophosphorylase family protein	2
probable helicase CHR10 isoform X2	2
Intein-containing adenosylcobalamin-dependent ribonucleoside-diphosphate reductase	2
Phosphotransferase family enzyme	2
Putative antiterminator Q protein of prophage CP-933K	2
Bacteriophage	0
RelA/SpoT family (P)ppGpp synthetase	2
Phage-related integrase/recombinase	2
Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase	2
Haloacid dehalogenase-like hydrolase, putative	2
uncharacterized protein LOC109480950	0
Spermine/spermidine acetyltransferase	2
HIR3 protein	2
SsDNA-specific exonuclease RecJ	2
Putative N-acetyltransferase YafP	2
Mov34/MPN/PAD-1 family protein	2
Influenza virus NS1A-binding protein-like	2
Starvation protein B	2
Putative membrane protease subunit	2
CRISPR-associated protein Cas2, E. coli subfamily	2
Phage late control gene D protein	2
Putative phosphate starvation-induced protein	2
Kelch repeat and BTB domain containing 7	2
KLDC3	2
Putative GIY-YIG superfamily endonuclease/proteasome lid subunit RPN8/RPN11	2
E, lig	0
Cpp32	2
Peptidase C14	2
Type II secretion system F family protein	2
Tea1 protein	2
TciA	2
Possible phage integrase	2
Phage antirepressor YoqD-like protein	2
MSHA biogenesis protein MshM	2
Putative von Willebrand factor type A domain protein-like protein	2
Ice nucleation protein	2
Yqaj viral recombinase	2
uncharacterized protein LOC103077972	0
FAD-dependent thymidylate synthase	2
Sigma-24, ECF subfamily	2
RNA-binding protein Rrp4 and related protein (Containing S1 domain and KH domain)	2
Redox-sensitive transcriptional activator OxyR	2
Kelch-like protein 29	2
26s protease regulatory subunit 7-like	2
SUN domain-containing protein 1	2
RECA_2 domain-containing protein	2
RRM domain-containing protein	2
Cochlin	2
Thiamine-phosphate synthase	2
Putative peptide chain release factor H	2
Phage tail collar domain	2
Ferrochelatase	2
Single-strand DNA-binding protein	2
chromatin-remodeling complex ATPase chain Iswi-like	2
Transcriptional activator FeaR	2
Putative RNA-binding Zn-ribbon protein involved in translation (DUF1610 family)	2
DNA replication protein-like protein	2
Putative DNA processing protein	2
Putative non-transporter ABC protein	2
Zinc finger ran-binding domain-containing protein 3	2
ATP dependent Clp protease	2
PBECR1 domain-containing protein	2
DUF1133 family protein	1
Filamentous phage phiLf protein	2
tRNA(Ile)-lysidine synthetase MesJ	2
5'(3')-deoxyribonucleotidase, cytosolic type-like	2
p22 erf-like protein	2
Type-I PKS	2
Putative DNA repair and recombination protein radA	2
Diguanylate cyclase, GGDEF domain	2
GP46 family protein	0
Putative bifunctional signaling protein/50S ribosomal protein L9	2
DnaJ homolog subfamily B member 11	2
Putative phage integrase, Bbp50	2
RNA-splicing ligase RtcB homolog	2
Glucose-1-phosphate thymidylyltransferase (StrD)	2
Orf318	0
Peptidoglycan-binding (PGRP) domain of peptidoglycan hydrolases-containing protein	2
Phage major tail protein phi13	2
Thymidylate synthase, flavin-dependent	2
Putative exonuclease subunit 1	2
Putative phage-related lipoprotein	1
tRNA cytosine(34) acetyltransferase TmcA	2
Glycosyltransferase involved in cell wall biosynthesis/GT2 family glycosyltransferase	2
DNA repair and recombination protein rad54-like protein	2
Cell cycle checkpoint control protein RAD9	2
DCTD isoform 8	2
Collagen alpha-5 chain	2
30S ribosomal protein S6 modification protein RimK	2
Tyrosine recombinase xerC	2
Terminase small subunit G1P	2
Brain-specific angiogenesis inhibitor 1-associated protein 2	2
ADP-ribose glycohydrolase OARD1 isoform X1	2
Prophage CP4-like integrase	2
Rossmann fold nucleotide-binding protein Smf possibly involved in DNA uptake	2
Adenylate kinase-like protein	2
Putative XRE-type DNA-binding protein	2
2-deoxycytidine 5-triphosphate deaminase	2
CopG family transcripitonal regulator	2
Kappa-carrageenase	2
SMRCD regulator	2
Siphovirus superfamily	0
Chemical-damaging agent resistance protein C	2
Stomatin-like protein 2, mitochondrial	2
Putative L-alanyl-D-glutamate peptidase	2
Terminase domain protein	2
MgPPT1, serine threonine phosphatase 2A catalytic sub-unit like protein	2
Unknown	0
TciA/TerB-like protein	2
DUF1887 family protein	1
Restriction alleviation protein, Lar family	2
LacI family DNA-binding transcriptional regulator	2
Putative response regulator receiver	2
Gamma-glutamylaminecyclotransferase	2
Putative twinkle protein, mitochondrial	2
ZYRO0G04972p	0
Glycosyltransferase EpsF	2
POL4 protein	2
Methyltransferase small	2
Protein of uncharacterized function (DUF2793)	1
Aluminum resistance protein	2
CYTOSOL_AP domain-containing protein	2
Regulatory protein Cro	2
Exported fimbriae assembly protein	2
Kif1 protein	2
SOS response-associated peptidase family protein	2
CSON002342 protein	0
5'-deoxynucleotidase NCTC204_04081	2
Procollagen-lysine 2-oxoglutarate 5-dioxygenase	2
Protein cII	2
HTH_45 domain-containing protein	2
Tail fiber assembly protein G	2
Phage-related integrase	2
NUDIX_4 domain-containing protein	2
Methyl-accepting chemotaxis protein, putative	2
High-affinity Na(+)/H(+) antiporter NhaS3	2
Ketopantoate reductase ApbA/PanE domain-containing protein	2
KpsF	2
2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3-like	2
D-fructose-1,6-bisphosphate 1-phosphohydrolase class 2	2
Adenylate kinase isoenzyme 5	2
Bacteriophage protein	0
G-patch domain and KOW motifs	2
Ribose-phosphate pyrophosphokinase 2-like protein	2
Peptide-methionine (R)-S-oxide reductase	2
CMP/dCMP deaminase	2
Mitochondrial chaperone BCS1, putative	2
Uncharacterized low-complexity proteins	0
MSP domain-containing protein	2
(P)ppGpp synthase/hydrolase	2
ABC-type multidrug transport system, ATPase and permease component	2
THAP-type domain-containing protein	2
Putative transcriptional regulator, LysR family	2
Periplasmic serine protease	2
TIGR04255 family protein	1
Phage terminase, small subunit, putative, P27 family	2
Murein hydrolase activator EnvC	2
Exonuclease VIII	2
Bacteriophage lambda integrase, N-terminal domain	2
GH18065	0
Ig-like domain, group 2	2
Putative prophage antirepressor	2
PF04447 family protein	1
Thymidylate kinase-like protein	2
GLUG domain protein	2
Histone deacetylase family protein	2
Phage Mu F like family protein	2
Cyclic di-GMP phosphodiesterase Gmr	2
Replication protein O	2
Putative Ner-like DNA-binding prophage protein	2
Ribonucleotide reductase, small chain-domain containing protein	2
Phage protein	0
DNA polymerase III, epsilon subunit-like protein	2
Amino acid permease	2
PIF1 helicase	2
RRM1	2
Putative adenylyl-sulfate kinase	2
Putative prophage exonuclease	2
Rhodanese-related sulfurtransferase	2
N-acyl-L-homoserine lactone synthetase	2
O-GlcNAcase NagJ	2
ADD_DNMT3 domain-containing protein	2
Recombinase NinG	2
Polynucleotide 2	0
ATP-dependent helicase IRC3	2
Thymidylate synthase-like protein	2
Phosphoribosyltransferase	2
SNF2-family helicase	2
Zot domain-containing protein	2
Spfh domain, band 7 family protein	2
Uncharacterized protein YjdB/endo-1,4-beta-D-glucanase Y	2
GIY-YIG homing endonuclease	2
Chromosome initiation inhibitor	2
AAA-ATPase At2g46620	2
Putative phage variable tail fibre protein	2
Complex I-SGDH	2
DUF4054 domain-containing protein	1
kelch-like protein 14	2
DNA uptake protein	2
Kelch-like protein 28 (inferred by orthology to a human protein)	2
uncharacterized protein LOC107963284	0
5'-nucleotidase/2' 3'-cyclic phosphodiesterase-like protein	2
Putative transcriptional regulatory protein	2
Putative exported lipoprotein	1
erlin-1	2
leukocyte cell-derived chemotaxin-2-like	2
Purine phosphoribosyltransferase, putative	2
Minor capsid protein 2	2
Uncharacterized protein YjdB	0
Chloroplast peptide chain release factor RF-1	2
Gp27	0
Glr1837 protein	0
CCT-beta	2
Putative tail protein	2
Phage portal (Connector) protein	2
Putative phage-associated protein	0
Structural protein	2
Cytochrome C biogenesis protein CcmE	2
Putative phage small subunit terminase	2
5S rRNA maturation endonuclease (Ribonuclease M5)	2
Manganese/iron superoxide dismutase	2
Prohibitin family protein	2
DNA excision repair protein ERCC-6-like 2	2
Integrase Family Protein	2
YciK protein	2
Antirestriction protein KlcA (Modular protein)	2
ADPrib_exo_Tox domain-containing protein	2
Heme-binding protein	2
GDP-6-deoxy-D-talose 4-dehydrogenase	2
DUF3631 domain-containing protein	1
G:T/U mismatch-specific uracil/thymine DNA-glycosylase	2
Cleavage and polyadenylation specificity factor subunit 5	2
Metallopeptidase domain-containing protein	2
Replication initiation factor	2
Putative terminase	2
F5/8 type C domain-containing protein	2
NAD-dependent epimerase/dehydratase, putative	2
Phosphoribosyl pyrophosphate synthase	2
Putative P2 phage tail completion protein R (GpR)	2
Phage tail protein I	2
Tetratricopeptide TPR_2 repeat-containing protein	2
GDP-L-fucose synthase	2
DNA-directed RNA polymerase IV subunit 1	2
Toxin-antitoxin system, toxin component, Bro family	2
Putative Methyltransferase, UbiE/COQ5 family protein	2
Structural maintenance of chromosome protein	2
Probable dual-specificity RNA methyltransferase RlmN 3	2
aGPT-Pplase1 domain-containing protein	2
Rrf2-linked NADH-flavin reductase	2
UPF0200 protein GKC00_08395	1
P22_AR_C domain-containing protein	2
Prohibitin-2, mitochondrial	2
Aste57867_23096 protein	0
Sporulation domain	2
HicB_like antitoxin of toxin-antitoxin system	2
Transcriptional regulator, LytR/AlgR family	2
Head portal protein	2
L-type lectin-like domain-containing protein	2
DnaJ-like protein subfamily B member 1	2
Putative BCS1 protein	2
Putative type VI secretion system effector, Hcp1 family	2
Single-stranded DNA-binding protein	2
DNA circulation	2
Exodeoxyribonuclease V alpha subunit	2
Reducing polyketide synthase	2
Gp46 recombination endonuclease subunit	2
40-residue YVTN family beta-propeller repeat-containing protein	2
Cell wall hydrolase sleb	2
Methyl-accepting chemotaxis protein Tar	2
[cytidine(C)-cytidine(C)-adenosine (A)]-adding enzyme	2
PyrE-like protein	2
Prophage MuMc02 protein	0
Snf2 related CREBBP activator protein	2
Toxin-antitoxin system antitoxin component HicB family	2
Os07g0192800 protein	0
Phosphatase / protein serine/threonine kinase	2
DM13 domain-containing protein	2
RNA polymerase sigma factor	2
Phage T7 capsid assembly protein	2
NEDD4-binding protein 2-like isoform X1	2
T5orf172 domain-containing protein	0
G/U mismatch-specific DNA glycosylase (Modular protein)	2
NUDIX hydrolase domain-like protein	2
(raccoon dog) hypothetical protein	0
HELLS helicase	2
NmrA family transcriptional regulator	2
Malonyl-[acyl-carrier protein] O-methyltransferase	2
uncharacterized protein LOC115321221	0
Alpha subunit (Gram-positive type)	0
GIY-YIG nuclease domain protein	2
Putative stringent starvation protein B (SspB)	2
riboflavin biosynthesis protein VVA0006-like isoform X2	2
Putative kelch domain-containing protein	2
Phage phiEco32-like COOH-NH2 ligase-type 2	2
Peptidoglycan-binding domain 1	2
Putative toxin YafO	2
Heat shock protein mitochondrial	2
Cytosine-specific DNA methyltransferase	2
Probable starch synthase 4, chloroplastic/amyloplastic	2
Nitrate/nitrite transporter	2
Phosphoesterase, related to the Icc protein	2
Kelch like family member 41	2
Phosphoribosylpyrophosphate synthetase,putative	2
Unplaced genomic scaffold scaffold_192, whole genome shotgun sequence	0
SOS response associated peptidase (SRAP)	2
Cupin 2, conserved barrel domain protein	2
Leucine-rich repeat, immunoglobulin-like domain and transmembrane domain-containing protein 2	2
DUF4376 domain protein	1
N6_N4_Mtase domain-containing protein	2
uncharacterized protein LOC115222736 isoform X1	0
Peptidase U35, phage prohead HK97	2
Uncharacterized LOC103361177	0
Bacterial pre-peptidase C-domain family	2
DEBR0S2_06480g1_1	0
Single stranded DNA-binding protein, phage-associated	2
Putative nicotinamide phosphoribosyltransferase	2
Glycosyl hydrolase family 31/fibronectin type III domain protein	2
TraI protein	2
Glycosyl transferase, family 1 domain-containing protein	2
Zinc-binding, ComEB family dCMP deaminase	2
Estradiol 17-beta-dehydrogenase	2
Elp3 domain-containing protein	2
Terminase_3C domain-containing protein	2
Glycoside hydrolase family 76 protein	2
Dynein heavy chain	2
Putative tail assembly protein K	2
HTH_40 domain-containing protein	2
Putative methylase N-4/N-6 domain protein	2
AGAP003832-PA	0
ATP-dependent Clp protease adapter protein ClpS	2
FlgD Ig-like domain-containing protein	2
Virus protein phiCh1-VP31	0
30 kDa surface antigen	1
Nuclear receptor 2C2-associated protein	2
Putative Macro domain-containing protein	2
Na+/H+ exchanger NHE3	2
Putative ECF sigma factor	2
Zinc finger BED domain-containing protein 5	2
SMC domain-containing protein	2
Rad9-domain-containing protein	2
Lambda phage type II DNA modification methyltransferase	2
Putative LRR receptor-like serine/threonine-protein kinase	2
Hecd-1 protein	2
Phage virion morphogenesis family protein	2
SPOSA6832_00062-mRNA-1:cds	0
Peptidase S8/S53	2
Rubredoxin [NAD+] reductase	2
Ribonucleotide reductase regulatory subunit M2	2
Tail lysozyme, putative	2
Nitric oxide reductase FlRd-NAD(+) reductase	2
ND2 protein	2
Putative regulatory protein	2
Putative monooxygenase	2
Putative RNA binding protein	2
Sodium hydrogen exchanger family protein	2
HTH-type transcriptional regulator for conjugative element SXT	2
Phage head morphogenesis protein SPP1 gp7 family	2
Chromatin remodeling protein HARP/SMARCAL1, DEAD-box superfamily	2
Ribonuclease h domain	2
Phage portal protein, SPP1 Gp6	2
Putative capsid morphogenesis protein	2
LAGLIDADG type 2 homing endonuclease	2
NIP1 protein	2
Phage antirepressor protein	2
Bacteriophage phi gp55-like protein	0
DCD (Development and Cell Death) domain protein	2
YjbQ family protein	2
Inositol-1-monophosphatase	2
DNA biosynthesis protein	2
DUF1549 domain-containing protein	1
Tn7_Tnp_TnsA_C domain-containing protein	2
DNA/RNA helicases	2
LysR substrate binding domain protein	2
Single-stranded-DNA-specific exonuclease	2
Methyltransferase, UbiE/COQ5 family	2
Phage tape measure domain-containing protein	2
DNA repair protein recA homolog 1ic	2
Transposase (ISL3 family)	2
Conserved surface-anchored protein Band 7 family	2
CSON007859 protein	0
Sodium/proton antiporter, CPA1 family (TC 2.A.36)	2
NUMOD4 domain-containing protein	2
Hep/Hag repeat protein	2
SSU ribosomal protein S6P modification protein	2
BMA-TAG-147, isoform a	0
PolyA polymerase family protein (TRNA nucleotidyltransferase) (TRNA CCA-pyrophosphorylase)	2
N-acetyltransferase family protein	2
KR-domain-containing protein	2
SMI1 / KNR4 family protein	2
Poly [ADP-ribose] polymerase 10/14/15	2
Putative HNH family endonuclease, phage associated	2
Timeless family protein: PROVISIONAL	2
uncharacterized protein LOC115625951	0
Methyl-accepting chemotaxis protein II	2
Glycosyl transferase family 25	2
Putative bacteriophage variable tail fiber protein H	2
Sodium:proton antiporter	2
Thymidylate synthase complementing protein ThyX	2
Para-aminobenzoate synthase, amidotransferase component	2
Non-homologous end-joining DNA ligase	2
Putative phosphopantothenate--cysteine ligase 2	2
Bacteriophage Mu tail sheath	2
Beta-N-acetylhexosaminidase	2
Kelch like family member 3	2
SIS domain-containing protein	2
Peptidoglycan-binding domain-containing protein	2
Probable peptidase	2
RFC1	2
DNA protecting protein DprA	2
Putative Cell wall hydrolyse	2
Deoxycytidylate deaminase-related	2
Aliphatic sulfonates-binding protein	2
DNA topoisomerase-like protein cin-4	2
NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	2
Phosphatase, c-terminal domain of histone macro h2a1 like protein	2
Putative exodeoxyribonuclease V	2
Electron-transferring-flavoprotein dehydrogenase	2
SLAM family member 7 isoform X1	2
N6 adenine-specific DNA methyltransferase	2
mRNA interferase endoA	2
Soluble lytic murein transglycosylase-like protein	2
Kelch like family member 14	2
Glucitol operon GutQ protein	2
Peptidase M23B	2
Glucosamine 6-phosphate synthetase	2
Protocatechuate 3,4-dioxygenase beta subunit	2
phosphopantothenate--cysteine ligase 2-like isoform X2	2
Lig-1 protein	2
DgyrCDS12134	0
Portal protein, lambda family	2
CD48 antigen-like isoform X2	2
Mitochondrial DNA polymerase I protein D	2
DNA polymerase III beta chain	2
YjbE family putative metal transport protein	2
Protein kinase APK1B, chloroplastic	2
Nucleotidyl transferase AbiEii/AbiGii toxin family protein	2
Viral (Super1) RNA helicase family protein	2
Dna polymerase iii beta subunit	2
Bacteriophage L54a, antirepressor, putative	2
ATP-dependent exoDNAse (Exonuclease V) alpha subunit RecD	2
Bipolar DNA helicase	2
DUF4262 domain-containing protein	1
Icc-related predicted phosphoesterase	2
attractin-like protein 1	2
CRE-PHB-2 protein	2
Bacteriophage repressor protein C1	2
SGNH family lipase/esterase	2
Helicase	2
SMC1-family ATPase involved in DNA repair	2
Site-specific tyrosine recombinase, phage integrase family (INT_Rci_Hp1_C domain)	2
Si:dkey-145c18.3	0
Aminoacyl-tRNA hydrolase	2
Protein-serine/threonine phosphatase	2
PAB-dependent poly(A)-specific ribonuclease subunit PAN3	2
HTH_35 domain-containing protein	2
Spherulin-1A	2
Alginate biosynthesis protein AlgA	2
SPFH domain, Band 7 family protein	2
Prophage PssSM-01, Orf5	0
Lactamase B and dCMP cyt deam 1 domain containing protein	2
Unplaced genomic scaffold SPHSTscaffold_289, whole genome shotgun sequence	0
DNA topoisomerase 3	2
Mitochondrial chaperone BCS1	2
Cell wall hydrolase, SleB domain protein	2
C-C chemokine receptor type 2	2
Carbon storage regulator CsrA	2
HAD-IIA family hydrolase	2
ADP-L-glycero-D-manno-heptose-6-epimerase	2
Phage Integrase	2
BIG2 domain-containing protein	2
Cruciform cutting endonuclease 1, mitochondrial	2
DNA (cytosine-5)-methyltransferase 3A-like	2
RIIA protein	2
Oxidoreductase family, NAD-binding Rossmann fold protein	2
Intronic ORF at intron 4 of cox1	0
trithorax group protein osa isoform X4	2
AAA ATPase central domain protein	2
2-octaprenyl-6-methoxyphenyl hydroxylase	2
Lactonase	2
Putative terminase small subunit	2
ISAs1 family transposase	2
HNH_5 domain-containing protein	2
(1->4)-alpha-D-glucan synthase (ADP-glucose)	2
Tail sheath protein (GpL) from Mu-like prophage FluMu	2
VirE_N domain-containing protein	2
CMP/dCMP deaminase, zinc-binding	2
DNA (Cytosine-5)-methyltransferase 3A-like	2
UvrD-like helicase C-terminal domain/Helix-hairpin-helix containing domain/AAA domain	2
AP2 domain-containing protein (Modular protein)	2
Mu-like prophage I family protein	0
